Details,Posting Date,Description,Amount,Type,Balance,Check or Slip #
DEBIT,12/18/2017,"KAI SUSHI RESTAURA SAN ANTONIO TX            12/16",-47.37,DEBIT_CARD,839.70,,
DEBIT,12/18/2017,"SHOE DEPT ENCORE 1575 SAN ANTONIO TX 881364  12/16",-59.52,DEBIT_CARD,887.07,,
DEBIT,12/18/2017,"SAMS CLUB SAM'S Club SAN ANTONIO TX          12/16",-59.96,DEBIT_CARD,946.59,,
DEBIT,12/18/2017,"TWIN LIQUORS #65 512-222-0700 TX             12/16",-85.51,DEBIT_CARD,1006.55,,
DEBIT,12/18/2017,"SPORT CLIPS - TX323 - SAN ANTONIO TX         12/16",-23.00,DEBIT_CARD,1092.06,,
DEBIT,12/18/2017,"Wal-Mart Super Center SAN ANTONIO TX         12/16",-101.27,DEBIT_CARD,1115.06,,
DEBIT,12/18/2017,"HEB  #102 SAN ANTONIO TX                     12/16",-113.11,DEBIT_CARD,1216.33,,
DEBIT,12/18/2017,"LAS PALAPAS - CHUR SAN ANTONIO TX            12/15",-1.94,DEBIT_CARD,1329.44,,
DEBIT,12/18/2017,"THE WINCHESTER SAN ANTONIO TX                12/15",-28.26,DEBIT_CARD,1331.38,,
DEBIT,12/18/2017,"SPRINT *WIRELESS 800-639-6111 KS             12/16",-135.07,DEBIT_CARD,1359.64,,
DEBIT,12/15/2017,"AmazonPrime Membersh amzn.com/prme WA        12/14",-11.90,DEBIT_CARD,1494.71,,
DEBIT,12/15/2017,"QuickPay with Zelle payment to Mama 6747540393",-865.00,CHASE_TO_PARTNERFI,1506.61,,
DEBIT,12/15/2017,"TRANSFER TO SAV XXXXX1797 12/15",-50.00,ACCT_XFER,2371.61,,
DEBIT,12/15/2017,"TST* SMOKE SHACK SAN ANTONIO TX              12/14",-17.32,DEBIT_CARD,2421.61,,
CREDIT,12/15/2017,"GIGAWARP TECHNOL PAYROLL                    PPD ID: 1812457168",2342.50,ACH_CREDIT,2438.93,,
DEBIT,12/14/2017,"STARBUCKS STORE 29619 SAN ANTONIO TX         12/13",-8.01,DEBIT_CARD,96.43,,
DEBIT,12/14/2017,"JIMMY JOHNS - 979 - E 210-820-0800 TX        12/13",-9.04,DEBIT_CARD,104.44,,
DEBIT,12/13/2017,"PRIVATEINTERNETACCES HTTPSWWW.PRIV CO        12/12",-6.95,DEBIT_CARD,113.48,,
DEBIT,12/13/2017,"HEB GAS #389 SAN ANTONIO TX                  12/13",-14.15,DEBIT_CARD,120.43,,
DEBIT,12/13/2017,"Wal-Mart Super Center SAN ANTONIO TX         12/13",-8.63,DEBIT_CARD,134.58,,
DEBIT,12/13/2017,"SAMSCLUB #6416 SAN ANTONIO TX                12/13",-17.25,DEBIT_CARD,143.21,,
DEBIT,12/13/2017,"CHILI'S 410 BROADWAY SAN ANTONIO TX          12/12",-87.26,DEBIT_CARD,160.46,,
DEBIT,12/13/2017,"CENTRAL MARKET #191 SAN ANTONIO TX           12/12",-6.28,DEBIT_CARD,247.72,,
CREDIT,12/13/2017,"ATM CASH DEPOSIT 12/13 12503 NW MILITARY HWY SAN ANTONIO TX",100.00,ATM,254.00,,
DEBIT,12/12/2017,"BEST BUY #201 SAN ANTONIO TX                 12/12",-199.99,DEBIT_CARD,154.00,,
DEBIT,12/12/2017,"SQ *LOCAL COFFEE - A Alamo Heights TX        12/12",-7.27,DEBIT_CARD,353.99,,
DEBIT,12/12/2017,"CENTRAL MARKET #191 SAN ANTONIO TX           12/11",-20.54,DEBIT_CARD,361.26,,
DEBIT,12/12/2017,"WU SANTANDER CNSMR US 888-222-4227 TX        12/12",-203.75,DEBIT_CARD,381.80,,
CREDIT,12/12/2017,"QuickPay with Zelle payment from VICTOR MAYORGA 6738250483",20.00,PARTNERFI_TO_CHASE,585.55,,
CREDIT,12/12/2017,"QuickPay with Zelle payment from VICTOR MAYORGA 6739301878",280.00,PARTNERFI_TO_CHASE,565.55,,
DEBIT,12/11/2017,"QuickPay with Zelle payment to Victor Mayorga 6736596624",-22.00,CHASE_TO_PARTNERFI,285.55,,
DEBIT,12/11/2017,"QuickPay with Zelle payment to Mama 6735322924",-40.00,CHASE_TO_PARTNERFI,307.55,,
DEBIT,12/11/2017,"OLD NAVY US 6615 SAN MARCOS TX       564566  12/10",-4.33,DEBIT_CARD,347.55,,
DEBIT,12/11/2017,"HEB  #102 SAN ANTONIO TX                     12/09",-24.42,DEBIT_CARD,351.88,,
DEBIT,12/11/2017,"PICNIKINS PATIO CAFE SAN ANTONIO TX          12/09",-40.26,DEBIT_CARD,376.30,,
DEBIT,12/11/2017,"HEB  #102 SAN ANTONIO TX                     12/09",-19.30,DEBIT_CARD,416.56,,
DEBIT,12/11/2017,"QuickPay with Zelle payment to Mama 6733139959",-250.00,CHASE_TO_PARTNERFI,435.86,,
DEBIT,12/11/2017,"CENTRAL MARKET #191 SAN ANTONIO TX           12/08",-12.97,DEBIT_CARD,685.86,,
CREDIT,12/11/2017,"Online Transfer from SAV ...1797 transaction#: 6733137356",100.00,ACCT_XFER,698.83,,
CREDIT,12/11/2017,"ATM CASH DEPOSIT 12/09 12503 NW MILITARY HWY SAN ANTONIO TX",370.00,ATM,598.83,,
DEBIT,12/08/2017,"VONAGE *PRICE+TAXES 866-243-4357 NJ          12/08",-40.37,DEBIT_CARD,228.83,,
DEBIT,12/08/2017,"SQ *LOCAL COFFEE - A Alamo Heights TX        12/08",-8.06,DEBIT_CARD,269.20,,
DEBIT,12/08/2017,"CENTRAL MARKET #191 SAN ANTONIO TX           12/07",-18.51,DEBIT_CARD,277.26,,
DEBIT,12/08/2017,"SQ *LOCAL COFFEE - A Alamo Heights TX        12/07",-9.29,DEBIT_CARD,295.77,,
DEBIT,12/08/2017,"LAS PALAPAS - CHUR SAN ANTONIO TX            12/06",-3.66,DEBIT_CARD,305.06,,
DEBIT,12/07/2017,"7-ELEVEN 36635 SAN ANTONIO TX        093637  12/07",-40.13,DEBIT_CARD,308.72,,
DEBIT,12/07/2017,"HEB  #102 SAN ANTONIO TX                     12/06",-39.03,DEBIT_CARD,348.85,,
DEBIT,12/06/2017,"GOOGLE *Tinder 855-836-3987 CA               12/06",-15.98,DEBIT_CARD,387.88,,
DEBIT,12/06/2017,"Spotify USA 646-8375380 NY                   12/06",-16.23,DEBIT_CARD,403.86,,
DEBIT,12/06/2017,"Amazon Digital Svcs amzn.com/bill WA         12/06",-9.73,DEBIT_CARD,420.09,,
DEBIT,12/06/2017,"CENTRAL MARKET #191 SAN ANTONIO TX           12/05",-9.21,DEBIT_CARD,429.82,,
DEBIT,12/05/2017,"SQ *LOCAL COFFEE - A Alamo Heights TX        12/05",-12.76,DEBIT_CARD,439.03,,
DEBIT,12/05/2017,"CENTRAL MARKET #191 SAN ANTONIO TX           12/04",-14.60,DEBIT_CARD,451.79,,
DEBIT,12/05/2017,"CENTRAL MARKET #191 SAN ANTONIO TX           12/04",-18.85,DEBIT_CARD,466.39,,
DEBIT,12/04/2017,"Upwork -157009869Memb 165-08534100 CA        12/01",-10.00,DEBIT_CARD,485.24,,
DEBIT,12/04/2017,"SLING.COM 888-393-6312 CO                    12/04",-21.64,DEBIT_CARD,495.24,,
DEBIT,12/04/2017,"Seville/BRE Sevi WEB PMTS   1WF6L2          WEB ID: 9000079613",-1079.00,ACH_DEBIT,516.88,,
DEBIT,12/04/2017,"HEB  #102 SAN ANTONIO TX                     12/03",-14.85,DEBIT_CARD,1595.88,,
DEBIT,12/04/2017,"Netflix.com netflix.com CA                   12/03",-12.98,DEBIT_CARD,1610.73,,
DEBIT,12/04/2017,"WM SUPERC Wal-Mart Sup SAN ANTONIO TX        12/02",-17.18,DEBIT_CARD,1623.71,,
DEBIT,12/04/2017,"GOOGLE *Tinder g.co/helppay# CA              12/03",-4.25,DEBIT_CARD,1640.89,,
DEBIT,12/04/2017,"WM SUPERC Wal-Mart Sup SAN ANTONIO TX        12/02",-25.61,DEBIT_CARD,1645.14,,
DEBIT,12/04/2017,"DIAMOND SHINE SAN ANTONIO TX                 12/02",-5.00,DEBIT_CARD,1670.75,,
DEBIT,12/04/2017,"TRANS CHINA BOWL EXPRE LEON VALLEY TX        12/02",-9.29,DEBIT_CARD,1675.75,,
DEBIT,12/04/2017,"SAM'S Club SAN ANTONIO TX                    12/02",-53.70,DEBIT_CARD,1685.04,,
DEBIT,12/04/2017,"WM SUPERC Wal-Mart Sup SAN ANTONIO TX        12/02",-15.80,DEBIT_CARD,1738.74,,
DEBIT,12/04/2017,"QuickPay with Zelle payment to Mama 6714090404",-300.00,CHASE_TO_PARTNERFI,1754.54,,
DEBIT,12/04/2017,"Amazon Digital Svcs amzn.com/bill WA         12/02",-9.73,DEBIT_CARD,2054.54,,
DEBIT,12/04/2017,"PAPA JOHN'S 00892 210-308-7272 TX            12/02",-10.83,DEBIT_CARD,2064.27,,
DEBIT,12/04/2017,"LA MARGINAL RESTAURANT SAN ANTONIO TX        12/01",-18.05,DEBIT_CARD,2075.10,,
DEBIT,12/04/2017,"SORRENTO RISTORANTE SAN ANTONIO TX           11/30",-14.77,DEBIT_CARD,2093.15,,
DEBIT,12/01/2017,"TRANSFER TO SAV XXXXX1797 12/01",-50.00,ACCT_XFER,2107.92,,
DEBIT,12/01/2017,"STARBUCKS STORE 29619 SAN ANTONIO TX         11/30",-9.63,DEBIT_CARD,2157.92,,
DEBIT,11/30/2017,"Wal-Mart Super Center SAN ANTONIO TX         11/30",-5.99,DEBIT_CARD,2167.55,,
DEBIT,11/30/2017,"ATM WITHDRAWAL                       003886  11/3012503 NW",-300.00,ATM,2173.54,,
DEBIT,11/30/2017,"SHELL Service Station SAN ANTONIO TX 008018  11/30",-51.07,DEBIT_CARD,2473.54,,
DEBIT,11/30/2017,"CENTRAL MARKET #191 SAN ANTONIO TX           11/29",-10.61,DEBIT_CARD,2524.61,,
DEBIT,11/30/2017,"Valve 425-8899642 WA                         11/30",-14.99,DEBIT_CARD,2535.22,,
CREDIT,11/30/2017,"GIGAWARP TECHNOL PAYROLL                    PPD ID: 1812457168",2342.50,ACH_CREDIT,2550.21,,
DEBIT,11/29/2017,"UHS PHARMACY-DOWNTOWN SAN ANTONIO TX         11/28",-10.00,DEBIT_CARD,207.71,,
DEBIT,11/29/2017,"SQ *LOCAL COFFEE - A Alamo Heights TX        11/28",-6.66,DEBIT_CARD,217.71,,
DEBIT,11/29/2017,"PHOENIX CHINESE CAFE SAN ANTONIO TX          11/27",-25.31,DEBIT_CARD,224.37,,
DEBIT,11/29/2017,"STEAMGAMES.COM42595229 425-9522985 WA        11/28",-38.98,DEBIT_CARD,249.68,,
DEBIT,11/28/2017,"WM SUPERC Wal-Mart Sup SAN ANTONIO TX        11/28",-8.58,DEBIT_CARD,288.66,,
DEBIT,11/27/2017,"HEB #195 SAN ANTONIO TX                      11/26",-6.48,DEBIT_CARD,297.24,,
DEBIT,11/27/2017,"GOOGLE *Tinder g.co/helppay# CA              11/26",-4.25,DEBIT_CARD,303.72,,
DEBIT,11/27/2017,"SAM'S Club SAN ANTONIO TX                    11/25",-59.72,DEBIT_CARD,307.97,,
DEBIT,11/27/2017,"HEB  #229 AUSTIN TX                          11/25",-4.20,DEBIT_CARD,367.69,,
DEBIT,11/27/2017,"CARWASH AMERICA EXPRES SAN ANTONIO TX        11/25",-12.00,DEBIT_CARD,371.89,,
DEBIT,11/27/2017,"LAS PALAPAS - CHUR SAN ANTONIO TX            11/25",-6.33,DEBIT_CARD,383.89,,
DEBIT,11/27/2017,"HEB  #102 SAN ANTONIO TX                     11/25",-18.27,DEBIT_CARD,390.22,,
DEBIT,11/27/2017,"HEB  #102 SAN ANTONIO TX                     11/24",-29.62,DEBIT_CARD,408.49,,
DEBIT,11/27/2017,"SPORT CLIPS - TX323 - SAN ANTONIO TX         11/24",-23.00,DEBIT_CARD,438.11,,
CREDIT,11/27/2017,"ATM CASH DEPOSIT 11/25 12503 NW MILITARY HWY SAN ANTONIO TX",200.00,ATM,461.11,,
DEBIT,11/24/2017,"DNH*GODADDY.COM 480-5058855 AZ               11/23",-10.65,DEBIT_CARD,261.11,,
DEBIT,11/24/2017,"GOOGLE *HBO Dig Sv In 855-836-3987 CA        11/23",-16.23,DEBIT_CARD,271.76,,
DEBIT,11/24/2017,"FANDANGO.COM FANDANGO.COM CA                 11/23",-25.08,DEBIT_CARD,287.99,,
DEBIT,11/24/2017,"HEB  #102 SAN ANTONIO TX                     11/22",-38.01,DEBIT_CARD,313.07,,
DEBIT,11/24/2017,"LAS PALAPAS - CHUR SAN ANTONIO TX            11/22",-6.68,DEBIT_CARD,351.08,,
DEBIT,11/22/2017,"DNH*GODADDY.COM 480-5058855 AZ               11/21",-10.65,DEBIT_CARD,357.76,,
DEBIT,11/22/2017,"WM SUPERC Wal-Mart Sup SAN ANTONIO TX        11/22",-12.02,DEBIT_CARD,368.41,,
DEBIT,11/22/2017,"SHELL Service Station SAN ANTONIO TX 004378  11/22",-34.64,DEBIT_CARD,380.43,,
DEBIT,11/22/2017,"HEB  #102 SAN ANTONIO TX                     11/21",-13.85,DEBIT_CARD,415.07,,
DEBIT,11/22/2017,"CENTRAL MARKET #191 SAN ANTONIO TX           11/21",-15.53,DEBIT_CARD,428.92,,
DEBIT,11/21/2017,"BESTBUYCOM805507510751 888-BESTBUY MN        11/20",-16.23,DEBIT_CARD,444.45,,
DEBIT,11/21/2017,"MBI-PROBILLER.COM/RK 877-446-0668            11/18",-17.95,DEBIT_CARD,460.68,,
DEBIT,11/20/2017,"SQ *LOCAL COFFEE - A Alamo Heights TX        11/20",-8.19,DEBIT_CARD,478.63,,
DEBIT,11/20/2017,"WM SUPERC Wal-Mart Sup SAN ANTONIO TX        11/19",-15.59,DEBIT_CARD,486.82,,
DEBIT,11/20/2017,"WM SUPERC Wal-Mart Sup SAN ANTONIO TX        11/19",-39.37,DEBIT_CARD,502.41,,
DEBIT,11/20/2017,"HEB  #102 SAN ANTONIO TX                     11/18",-61.79,DEBIT_CARD,541.78,,
DEBIT,11/20/2017,"TARGET T- 13700 San Pe San Antonio TX        11/18",-25.24,DEBIT_CARD,603.57,,
DEBIT,11/20/2017,"THE HOME DEPOT #0582 SAN ANTONIO TX  506768  11/18",-4.30,DEBIT_CARD,628.81,,
DEBIT,11/20/2017,"SAMSCLUB #6416 SAN ANTONIO TX                11/18",-46.72,DEBIT_CARD,633.11,,
DEBIT,11/20/2017,"THE WASH TUB BLANCO - SAN ANTONIO TX         11/18",-139.99,DEBIT_CARD,679.83,,
DEBIT,11/20/2017,"U-HAUL MOVING & STORAG SAN ANTONIO TX        11/17",-87.90,DEBIT_CARD,819.82,,
DEBIT,11/20/2017,"CENTRAL MARKET #191 SAN ANTONIO TX           11/17",-15.91,DEBIT_CARD,907.72,,
DEBIT,11/20/2017,"TWC*TIME WARNER CABLE 888-TWCABLE TX         11/18",-87.00,DEBIT_CARD,923.63,,
DEBIT,11/17/2017,"PLANET FIT       CLUB FEES                  PPD ID: 1710602737",-10.83,ACH_DEBIT,1010.63,,
DEBIT,11/17/2017,"SPEEDY CASH 888-3331360 KS                   11/15",-126.62,DEBIT_CARD,1021.46,,
DEBIT,11/17/2017,"TRANSFER TO SAV XXXXX1797 11/17",-50.00,ACCT_XFER,1148.08,,
DEBIT,11/17/2017,"AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        11/17",-4.12,DEBIT_CARD,1198.08,,
DEBIT,11/17/2017,"CENTRAL MARKET #191 SAN ANTONIO TX           11/16",-13.19,DEBIT_CARD,1202.20,,
DEBIT,11/16/2017,"Chester's Hamburgers SAN ANTONIO TX          11/16",-11.98,DEBIT_CARD,1215.39,,
DEBIT,11/16/2017,"HEB  #102 SAN ANTONIO TX                     11/15",-13.52,DEBIT_CARD,1227.37,,
DEBIT,11/16/2017,"UHS PHARMACY-DOWNTOWN SAN ANTONIO TX         11/15",-30.00,DEBIT_CARD,1240.89,,
DEBIT,11/16/2017,"JIMMY JOHNS - 979 - E 210-820-0800 TX        11/15",-13.64,DEBIT_CARD,1270.89,,
DEBIT,11/16/2017,"CORNER STORE 2327 SAN ANTONIO TX             11/14",-5.15,DEBIT_CARD,1284.53,,
DEBIT,11/15/2017,"AmazonPrime Membersh amzn.com/prme WA        11/14",-11.90,DEBIT_CARD,1289.68,,
DEBIT,11/15/2017,"WM SUPERC Wal-Mart Sup SAN ANTONIO TX        11/15",-12.82,DEBIT_CARD,1301.58,,
DEBIT,11/15/2017,"QuickPay with Zelle payment to Mama 6671201534",-1100.00,CHASE_TO_PARTNERFI,1314.40,,
CREDIT,11/15/2017,"GIGAWARP TECHNOL PAYROLL                    PPD ID: 1812457168",2342.50,ACH_CREDIT,2414.40,,
DEBIT,11/14/2017,"WAL-MART #4162 SAN ANTONIO TX                11/14",-2.31,DEBIT_CARD,71.90,,
DEBIT,11/14/2017,"CENTRAL MARKET #191 SAN ANTONIO TX           11/13",-9.36,DEBIT_CARD,74.21,,
DEBIT,11/13/2017,"PRIVATEINTERNETACCES HTTPSWWW.PRIV CO        11/12",-6.95,DEBIT_CARD,83.57,,
DEBIT,11/13/2017,"WAL-MART #4162 SAN ANTONIO TX                11/13",-26.25,DEBIT_CARD,90.52,,
DEBIT,11/13/2017,"EXPRESS LUBE #199 SAN ANTONIO TX     075588  11/12",-104.86,DEBIT_CARD,116.77,,
DEBIT,11/13/2017,"BILL MILLER BAR-B-Q - SAN ANTONIO TX         11/11",-15.61,DEBIT_CARD,221.63,,
DEBIT,11/13/2017,"HEB  #102 SAN ANTONIO TX                     11/11",-26.57,DEBIT_CARD,237.24,,
DEBIT,11/13/2017,"LAS PALAPAS - CHUR SAN ANTONIO TX            11/11",-5.81,DEBIT_CARD,263.81,,
CREDIT,11/13/2017,"Online Transfer from SAV ...1797 transaction#: 6663503541",50.00,ACCT_XFER,269.62,,
DEBIT,11/10/2017,"CORNER STORE 2196 ALAMO HEIGHTS TX   831650  11/10",-33.25,DEBIT_CARD,219.62,,
DEBIT,11/10/2017,"LONGHORN CAFE-FSH SAN ANTONIO TX             11/09",-10.96,DEBIT_CARD,252.87,,
DEBIT,11/09/2017,"WAL-MART #4162 SAN ANTONIO TX                11/09",-74.38,DEBIT_CARD,263.83,,
DEBIT,11/09/2017,"CENTRAL MARKET #191 SAN ANTONIO TX           11/08",-17.03,DEBIT_CARD,338.21,,
DEBIT,11/09/2017,"LAS PALAPAS - CHUR SAN ANTONIO TX            11/07",-5.38,DEBIT_CARD,355.24,,
DEBIT,11/08/2017,"VONAGE *PRICE+TAXES 866-243-4357 NJ          11/08",-40.37,DEBIT_CARD,360.62,,
DEBIT,11/08/2017,"PlaystationNetwork 800-3457669 CA            11/08",-64.94,DEBIT_CARD,400.99,,
DEBIT,11/08/2017,"QuickPay with Zelle payment to Mama 6653806007",-1500.00,CHASE_TO_PARTNERFI,465.93,,
DEBIT,11/08/2017,"SQ *LOCAL COFFEE - A Alamo Heights TX        11/08",-5.28,DEBIT_CARD,1965.93,,
DEBIT,11/07/2017,"GOOGLE *Tinder 855-836-3987 CA               11/06",-15.98,DEBIT_CARD,1971.21,,
DEBIT,11/07/2017,"HEB  #102 SAN ANTONIO TX                     11/06",-12.50,DEBIT_CARD,1987.19,,
DEBIT,11/06/2017,"Netflix.com netflix.com CA                   11/03",-12.98,DEBIT_CARD,1999.69,,
DEBIT,11/06/2017,"Spotify USA 646-8375380 NY                   11/06",-16.23,DEBIT_CARD,2012.67,,
DEBIT,11/06/2017,"SLING.COM 888-393-6312 CO                    11/04",-21.64,DEBIT_CARD,2028.90,,
DEBIT,11/06/2017,"Amazon Digital Svcs amzn.com/bill WA         11/06",-9.73,DEBIT_CARD,2050.54,,
DEBIT,11/06/2017,"HEB  #102 SAN ANTONIO TX                     11/05",-38.85,DEBIT_CARD,2060.27,,
DEBIT,11/06/2017,"HEB  #102 SAN ANTONIO TX                     11/05",-13.47,DEBIT_CARD,2099.12,,
DEBIT,11/06/2017,"WM SUPERC Wal-Mart Sup SAN ANTONIO TX        11/05",-40.85,DEBIT_CARD,2112.59,,
DEBIT,11/06/2017,"CARWASH AMERICA EXPRES SAN ANTONIO TX        11/05",-24.00,DEBIT_CARD,2153.44,,
DEBIT,11/06/2017,"PAPA JOHN'S 00892 210-308-7272 TX            11/05",-17.14,DEBIT_CARD,2177.44,,
DEBIT,11/06/2017,"SAMS CLUB SAM'S Club SAN ANTONIO TX          11/04",-50.68,DEBIT_CARD,2194.58,,
DEBIT,11/06/2017,"HEB  #102 SAN ANTONIO TX                     11/04",-64.00,DEBIT_CARD,2245.26,,
DEBIT,11/06/2017,"LAS PALAPAS - CHUR SAN ANTONIO TX            11/04",-6.66,DEBIT_CARD,2309.26,,
DEBIT,11/06/2017,"MCDONALD'S F26150 SAN ANTONIO TX             11/03",-3.52,DEBIT_CARD,2315.92,,
DEBIT,11/06/2017,"FINE SPIRITS EMPORIUM SAN ANTONIO TX         11/03",-3.44,DEBIT_CARD,2319.44,,
DEBIT,11/06/2017,"CENTRAL MARKET #191 SAN ANTONIO TX           11/03",-12.31,DEBIT_CARD,2322.88,,
DSLIP,11/06/2017,"REMOTE ONLINE DEPOSIT #          1",1870.00,CHECK_DEPOSIT,2335.19,1,
DEBIT,11/03/2017,"CITY PUBLIC SRV  CPS WEBPMT 003003547826    WEB ID: 9746002071",-101.12,ACH_DEBIT,465.19,,
DEBIT,11/03/2017,"TRANSFER TO SAV XXXXX1797 11/03",-50.00,ACCT_XFER,566.31,,
DEBIT,11/03/2017,"SHAKE SHACK - 1200 SAN ANTONIO TX            11/02",-16.42,DEBIT_CARD,616.31,,
DEBIT,11/02/2017,"SPEEDY CASH 888-3331360 KS                   10/31",-22.00,DEBIT_CARD,632.73,,
DEBIT,11/02/2017,"Seville/BRE Sevi WEB PMTS   99VXH2          WEB ID: 9000079613",-1080.52,ACH_DEBIT,654.73,,
DEBIT,11/02/2017,"WAL-MART #4162 SAN ANTONIO TX                11/02",-37.82,DEBIT_CARD,1735.25,,
DEBIT,11/02/2017,"CORNER STORE 2196 ALAMO HEIGHTS TX   869777  11/02",-16.36,DEBIT_CARD,1773.07,,
DEBIT,11/02/2017,"Amazon Digital Svcs amzn.com/bill WA         11/02",-9.73,DEBIT_CARD,1789.43,,
DEBIT,11/02/2017,"HEB  #102 SAN ANTONIO TX                     11/01",-22.59,DEBIT_CARD,1799.16,,
DEBIT,11/02/2017,"JIMMY JOHNS - 979 - E 210-820-0800 TX        11/01",-11.20,DEBIT_CARD,1821.75,,
DEBIT,11/02/2017,"AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        11/01",-45.96,DEBIT_CARD,1832.95,,
CREDIT,11/02/2017,"ATM CASH DEPOSIT 11/02 8014 BANDERA RD SAN ANTONIO TX",40.00,ATM,1878.91,,
DEBIT,11/01/2017,"Upwork -152877945Memb 165-08534100 CA        11/01",-10.00,DEBIT_CARD,1838.91,,
DEBIT,11/01/2017,"DNH*GODADDY.COM 480-5058855 AZ               10/31",-34.99,DEBIT_CARD,1848.91,,
DEBIT,11/01/2017,"SQ *LOCAL COFFEE - A Alamo Heights TX        11/01",-6.41,DEBIT_CARD,1883.90,,
DEBIT,11/01/2017,"Amazon Video On Dema AMZN.COM/bill WA        11/01",-4.32,DEBIT_CARD,1890.31,,
DEBIT,11/01/2017,"SPRINT *WIRELESS 800-639-6111 KS             11/01",-133.74,DEBIT_CARD,1894.63,,
DEBIT,11/01/2017,"PAYPAL *PROFESSIONA 402-935-7733 CA          10/31",-24.02,DEBIT_CARD,2028.37,,
DEBIT,11/01/2017,"CENTRAL MARKET #191 SAN ANTONIO TX           10/31",-10.93,DEBIT_CARD,2052.39,,
DEBIT,10/31/2017,"QuickPay with Zelle payment to Mama 6632322548",-120.00,CHASE_TO_PARTNERFI,2063.32,,
DEBIT,10/31/2017,"QuickPay with Zelle payment to Mama 6632321574",-1500.00,CHASE_TO_PARTNERFI,2183.32,,
DEBIT,10/31/2017,"INDIA OVEN SAN ANTONIO TX                    10/30",-12.77,DEBIT_CARD,3683.32,,
CREDIT,10/31/2017,"GIGAWARP TECHNOL PAYROLL                    PPD ID: 1812457168",3408.05,ACH_CREDIT,3696.09,,
DEBIT,10/30/2017,"HEB  #102 SAN ANTONIO TX                     10/29",-20.31,DEBIT_CARD,288.04,,
DEBIT,10/30/2017,"PAPA JOHN'S 00892 210-308-7272 TX            10/29",-15.13,DEBIT_CARD,308.35,,
DEBIT,10/30/2017,"HEB  #102 SAN ANTONIO TX                     10/28",-29.33,DEBIT_CARD,323.48,,
DEBIT,10/30/2017,"SHELL Service Station SAN ANTONIO TX 062590  10/28",-48.95,DEBIT_CARD,352.81,,
DEBIT,10/30/2017,"UHS PHARMACY-DOWNTOWN SAN ANTONIO TX         10/28",-50.00,DEBIT_CARD,401.76,,
DEBIT,10/30/2017,"HEB  #556 SAN ANTONIO TX                     10/28",-6.20,DEBIT_CARD,451.76,,
DEBIT,10/30/2017,"SUBWAY        00382812 SAN ANTONIO TX        10/28",-18.31,DEBIT_CARD,457.96,,
CREDIT,10/30/2017,"Online Transfer from SAV ...1797 transaction#: 6625254835",300.00,ACCT_XFER,476.27,,
DEBIT,10/27/2017,"7-ELEVEN SAN ANTONIO TX                      10/27",-5.41,DEBIT_CARD,176.27,,
DEBIT,10/27/2017,"HEB  #102 SAN ANTONIO TX                     10/26",-14.52,DEBIT_CARD,181.68,,
DEBIT,10/26/2017,"HEB  #102 SAN ANTONIO TX                     10/25",-16.80,DEBIT_CARD,196.20,,
DEBIT,10/26/2017,"CENTRAL MARKET #191 SAN ANTONIO TX           10/25",-11.85,DEBIT_CARD,213.00,,
DEBIT,10/26/2017,"SORRENTO RISTORANTE SAN ANTONIO TX           10/24",-25.03,DEBIT_CARD,224.85,,
DEBIT,10/24/2017,"DNH*GODADDY.COM 480-5058855 AZ               10/23",-10.65,DEBIT_CARD,249.88,,
DEBIT,10/24/2017,"Amazon Video On Dema AMZN.COM/bill WA        10/23",-4.32,DEBIT_CARD,260.53,,
DEBIT,10/24/2017,"JIMMY JOHNS - 979 - E 210-820-0800 TX        10/23",-9.04,DEBIT_CARD,264.85,,
DEBIT,10/23/2017,"DNH*GODADDY.COM 480-5058855 AZ               10/21",-10.65,DEBIT_CARD,273.89,,
DEBIT,10/23/2017,"GOOGLE *HBO Dig Sv In 855-836-3987 CA        10/23",-16.23,DEBIT_CARD,284.54,,
DEBIT,10/23/2017,"BILL MILLER BAR-B-Q - SAN ANTONIO TX         10/22",-14.00,DEBIT_CARD,300.77,,
DEBIT,10/23/2017,"WM SUPERC Wal-Mart Sup SAN ANTONIO TX        10/22",-78.53,DEBIT_CARD,314.77,,
DEBIT,10/23/2017,"LAS PALAPAS - CHUR SAN ANTONIO TX            10/21",-8.37,DEBIT_CARD,393.30,,
DEBIT,10/23/2017,"SHELL Service Station SAN ANTONIO TX 223710  10/21",-10.07,DEBIT_CARD,401.67,,
DEBIT,10/23/2017,"HEB  #102 SAN ANTONIO TX                     10/20",-24.10,DEBIT_CARD,411.74,,
DEBIT,10/23/2017,"PLAYSTATION NETWORK 800-345-7669 CA          10/20",-10.80,DEBIT_CARD,435.84,,
DEBIT,10/23/2017,"MCDONALD'S F26150 SAN ANTONIO TX             10/20",-3.52,DEBIT_CARD,446.64,,
DEBIT,10/23/2017,"FORMOSA GARDEN SAN ANTONIO TX                10/20",-17.21,DEBIT_CARD,450.16,,
DEBIT,10/23/2017,"LAS PALAPAS - CHUR SAN ANTONIO TX            10/19",-7.52,DEBIT_CARD,467.37,,
DEBIT,10/20/2017,"SHELL Service Station SAN ANTONIO TX 094441  10/20",-34.09,DEBIT_CARD,474.89,,
DEBIT,10/20/2017,"TRANSFER TO SAV XXXXX1797 10/20",-50.00,ACCT_XFER,508.98,,
